AgeMonths,IntakeHour,OutcomeHour,AgeAtOutcomeMonths,Breed_Freq,Color_Freq,Animal Type_dog,Sex upon Intake_intact male,Sex upon Intake_neutered male,Sex upon Intake_spayed female,Sex upon Intake_unknown,Intake Type_euthanasia request,Intake Type_owner surrender,Intake Type_public assist,Intake Type_stray,Intake Type_wildlife,Intake Condition_agonal,Intake Condition_behavior,Intake Condition_congenital,Intake Condition_feral,Intake Condition_injured,Intake Condition_med attn,Intake Condition_med urgent,Intake Condition_medical,Intake Condition_neonatal,Intake Condition_neurologic,Intake Condition_normal,Intake Condition_nursing,Intake Condition_other,Intake Condition_parvo,Intake Condition_pregnant,Intake Condition_sick,Intake Condition_space,Intake Condition_unknown,IntakeWeekday_Monday,IntakeWeekday_Saturday,IntakeWeekday_Sunday,IntakeWeekday_Thursday,IntakeWeekday_Tuesday,IntakeWeekday_Wednesday,OutcomeWeekday_Monday,OutcomeWeekday_Saturday,OutcomeWeekday_Sunday,OutcomeWeekday_Thursday,OutcomeWeekday_Tuesday,OutcomeWeekday_Wednesday,True,Pred_RF,Pred_LGB,TrueName,PredName_RF,PredName_LGB
7.0,18,14,8.0,0.0009626024451901365,0.03549034248855223,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
36.0,14,15,37.0,0.04404580908084961,0.028590192250600503,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,3,0,adoption,return to owner,adoption
12.0,23,11,19.0,0.005514722419640688,0.027393686407513697,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,3,3,transfer,return to owner,return to owner
2.0,10,17,3.0,0.0015923423626042444,0.016580152397060014,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,0,3,transfer,adoption,return to owner
24.0,15,9,24.0,0.22815477207913132,0.06934336119182778,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,2,2,died,euthanasia,euthanasia
12.0,13,15,13.0,0.22815477207913132,0.08703005658662973,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,4,4,adoption,transfer,transfer
48.0,11,16,50.0,0.05086499275799095,0.0018442383295698877,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
48.0,18,16,49.0,0.0035895175292604154,0.015392642838507697,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
36.0,20,12,38.0,0.054355551157372006,0.019953759097492734,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,3,0,transfer,return to owner,adoption
12.0,19,15,12.0,0.05086499275799095,0.016580152397060014,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
132.0,15,17,134.0,0.22815477207913132,0.03474365087218979,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
12.0,15,8,22.0,0.054355551157372006,0.02701584245706523,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,0,0,euthanasia,adoption,adoption
120.0,11,18,122.0,0.14435438164038253,0.033043353095171694,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,4,2,2,transfer,euthanasia,euthanasia
1.0,15,12,1.0,0.14435438164038253,0.0028518221974324605,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,4,4,died,transfer,transfer
12.0,15,18,12.0,0.003715465512743237,0.021429149761148646,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
24.0,15,17,25.0,0.054355551157372006,0.03549034248855223,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3,0,0,return to owner,adoption,adoption
3.0,17,13,4.0,0.023723202317442897,0.016580152397060014,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
24.0,13,16,24.0,0.0007826767545003914,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,3,3,transfer,return to owner,return to owner
12.0,12,11,18.0,0.001196505843086805,0.02701584245706523,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
12.0,15,18,14.0,0.0006117473483451335,0.031100155635722448,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
180.0,16,14,190.0,0.14435438164038253,0.019953759097492734,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,0,0,euthanasia,adoption,adoption
6.0,13,17,10.0,0.22815477207913132,0.08703005658662973,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,2,0,adoption,euthanasia,adoption
12.0,22,16,12.0,0.054355551157372006,0.008600448014969817,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,2,2,adoption,euthanasia,euthanasia
12.0,9,10,14.0,0.004651079104329912,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
12.0,17,13,13.0,0.14435438164038253,0.019521937439837347,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,0,4,transfer,adoption,transfer
12.0,13,16,12.0,0.0005487733566037227,0.021429149761148646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
4.0,13,10,4.0,0.14435438164038253,0.016346248999163347,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,4,0,adoption,transfer,adoption
180.0,16,12,183.0,0.0076648344233831425,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,3,3,transfer,return to owner,return to owner
3.0,11,10,3.0,0.07260001619331216,0.027393686407513697,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
60.0,11,13,61.0,0.22815477207913132,0.020781417274665565,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
48.0,13,16,49.0,0.07260001619331216,0.0189191863760267,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4,3,3,transfer,return to owner,return to owner
48.0,17,15,49.0,0.07260001619331216,0.003994350333312342,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
,18,14,0.0,0.07260001619331216,0.0189191863760267,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,4,4,return to owner,transfer,transfer
12.0,7,17,12.0,0.22815477207913132,0.013530411939868835,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
156.0,15,8,161.0,0.0076648344233831425,0.031100155635722448,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,3,3,adoption,return to owner,return to owner
96.0,13,13,100.0,0.0015203720863283465,0.018154502190595286,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2,3,3,euthanasia,return to owner,return to owner
5.0,15,13,6.0,0.14435438164038253,0.019521937439837347,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,4,transfer,adoption,transfer
5.0,16,16,6.0,0.004893978786761068,0.0011695169894833434,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
12.0,16,15,12.0,0.004174276024002087,0.020637476722113766,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
7.0,16,11,11.0,0.054355551157372006,0.024649819624495084,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
1.0,12,12,3.0,0.14435438164038253,0.033043353095171694,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
60.0,21,16,61.0,0.005505726135106201,0.0005847584947416717,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,4,3,0,transfer,return to owner,adoption
96.0,7,10,100.0,0.0029237924737083583,0.027393686407513697,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,2,2,adoption,euthanasia,euthanasia
24.0,14,14,24.0,0.04404580908084961,0.003994350333312342,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,4,euthanasia,return to owner,transfer
7.0,12,17,8.0,0.0010435690060005217,0.018154502190595286,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
48.0,13,17,49.0,0.006918142807020701,0.10453682629074193,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,0,0,euthanasia,adoption,adoption
60.0,15,11,61.0,0.0005397770720692354,0.08703005658662973,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,3,4,transfer,return to owner,transfer
36.0,10,15,41.0,0.22815477207913132,0.03474365087218979,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
48.0,13,17,49.0,0.0010255764369315472,0.0008276581771728276,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
36.0,13,11,49.0,0.012064017560747412,0.03549034248855223,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
5.0,14,13,20.0,0.14435438164038253,0.10453682629074193,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2,0,adoption,euthanasia,adoption
4.0,15,18,4.0,0.14435438164038253,0.018208479897802207,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
36.0,11,17,37.0,0.054355551157372006,0.02701584245706523,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
24.0,17,16,24.0,0.0048579936486231184,0.00872639599845264,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,4,4,return to owner,transfer,transfer
2.0,12,11,3.0,0.07260001619331216,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,15,14,12.0,0.000278884820569105,0.015392642838507697,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,3,4,adoption,return to owner,transfer
9.0,11,17,11.0,0.009949890695142906,0.0010435690060005217,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,2,0,adoption,euthanasia,adoption
1.0,15,0,1.0,0.023066473546425326,0.08703005658662973,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,1,4,transfer,died,transfer
12.0,14,18,12.0,0.00422825373120901,0.020637476722113766,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,3,0,adoption,return to owner,adoption
12.0,14,13,13.0,0.054355551157372006,0.02701584245706523,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,3,4,adoption,return to owner,transfer
36.0,14,17,37.0,0.04404580908084961,0.014187140710886404,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
108.0,13,18,123.0,0.054355551157372006,0.003292640139622336,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,3,3,transfer,return to owner,return to owner
1.0,12,15,2.0,0.054355551157372006,0.00436319799922632,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
9.0,7,13,18.0,0.22815477207913132,0.03474365087218979,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,2,adoption,euthanasia,euthanasia
192.0,16,17,195.0,0.023723202317442897,0.021429149761148646,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,0,0,euthanasia,adoption,adoption
2.0,12,12,3.0,0.07260001619331216,0.018154502190595286,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,4,0,adoption,transfer,adoption
24.0,16,14,28.0,0.054355551157372006,0.027393686407513697,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,11,11,12.0,0.05086499275799095,0.004651079104329912,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
24.0,7,14,26.0,0.023723202317442897,0.023561269195822125,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,4,0,adoption,transfer,adoption
120.0,9,6,124.0,0.012504835502937286,0.031100155635722448,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
1.0,15,14,2.0,0.14435438164038253,0.03474365087218979,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
12.0,17,14,12.0,0.07260001619331216,0.009203199078780464,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,3,3,transfer,return to owner,return to owner
132.0,15,16,135.0,0.012504835502937286,0.10453682629074193,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
9.0,16,15,10.0,0.000593754779276159,0.009203199078780464,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,3,4,adoption,return to owner,transfer
24.0,14,15,24.0,0.0003958365195174393,0.020637476722113766,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,3,4,transfer,return to owner,transfer
5.0,16,17,6.0,0.00040483280405192654,0.0009715987297246238,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,0,0,return to owner,adoption,adoption
72.0,17,11,73.0,0.0029237924737083583,0.10453682629074193,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
1.0,14,15,1.0,0.22815477207913132,0.06934336119182778,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,4,2,2,transfer,euthanasia,euthanasia
24.0,14,11,28.0,0.14435438164038253,0.03474365087218979,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
12.0,13,13,19.0,0.22815477207913132,0.06934336119182778,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
24.0,11,16,24.0,0.22815477207913132,0.10453682629074193,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3,2,2,return to owner,euthanasia,euthanasia
24.0,15,12,37.0,0.054355551157372006,0.001187509558552318,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
24.0,12,12,24.0,0.000593754779276159,0.014187140710886404,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,0,4,transfer,adoption,transfer
36.0,14,15,37.0,0.04404580908084961,0.023561269195822125,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
7.0,14,12,8.0,0.023723202317442897,0.021015320672562232,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,3,0,adoption,return to owner,adoption
24.0,6,13,25.0,0.04404580908084961,0.018154502190595286,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2,2,transfer,euthanasia,euthanasia
12.0,16,13,19.0,0.0029237924737083583,0.03549034248855223,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,3,3,adoption,return to owner,return to owner
96.0,13,0,98.0,0.000593754779276159,0.024649819624495084,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,2,4,transfer,euthanasia,transfer
3.0,17,17,3.0,0.07260001619331216,0.10453682629074193,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
12.0,17,17,12.0,0.012918664591523701,0.02701584245706523,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4,0,adoption,transfer,adoption
24.0,18,18,25.0,0.04404580908084961,0.020637476722113766,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3,0,0,return to owner,adoption,adoption
144.0,13,11,146.0,0.22815477207913132,0.0028518221974324605,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,2,4,transfer,euthanasia,transfer
9.0,17,13,10.0,0.05086499275799095,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,3,0,adoption,return to owner,adoption
12.0,8,9,12.0,0.22815477207913132,0.06934336119182778,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,2,2,transfer,euthanasia,euthanasia
6.0,11,12,14.0,0.054355551157372006,0.031100155635722448,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,3,4,4,return to owner,transfer,transfer
36.0,16,12,43.0,0.006918142807020701,0.027393686407513697,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
84.0,16,15,86.0,0.0027528630675531006,0.024649819624495084,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,3,4,transfer,return to owner,transfer
1.0,15,19,1.0,0.07260001619331216,0.020637476722113766,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,4,4,died,transfer,transfer
1.0,11,14,2.0,0.22815477207913132,0.019953759097492734,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
12.0,11,10,12.0,0.004633086535260937,0.0012594798348282159,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,4,return to owner,transfer,transfer
120.0,12,6,123.0,0.0007197027627589806,0.006171451190658258,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,3,1,adoption,return to owner,died
12.0,14,16,12.0,0.003076729310794642,0.021429149761148646,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,3,3,adoption,return to owner,return to owner
36.0,17,16,37.0,0.04404580908084961,0.028590192250600503,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4,3,0,transfer,return to owner,adoption
