AgeMonths,IntakeHour,OutcomeHour,AgeAtOutcomeMonths,Breed_Freq,Color_Freq,Animal Type_dog,Sex upon Intake_intact male,Sex upon Intake_neutered male,Sex upon Intake_spayed female,Sex upon Intake_unknown,Intake Type_euthanasia request,Intake Type_owner surrender,Intake Type_public assist,Intake Type_stray,Intake Type_wildlife,Intake Condition_agonal,Intake Condition_behavior,Intake Condition_congenital,Intake Condition_feral,Intake Condition_injured,Intake Condition_med attn,Intake Condition_med urgent,Intake Condition_medical,Intake Condition_neonatal,Intake Condition_neurologic,Intake Condition_normal,Intake Condition_nursing,Intake Condition_other,Intake Condition_parvo,Intake Condition_pregnant,Intake Condition_sick,Intake Condition_space,Intake Condition_unknown,IntakeWeekday_Monday,IntakeWeekday_Saturday,IntakeWeekday_Sunday,IntakeWeekday_Thursday,IntakeWeekday_Tuesday,IntakeWeekday_Wednesday,OutcomeWeekday_Monday,OutcomeWeekday_Saturday,OutcomeWeekday_Sunday,OutcomeWeekday_Thursday,OutcomeWeekday_Tuesday,OutcomeWeekday_Wednesday,True,Pred_RF,Pred_LGB,TrueName,PredName_RF,PredName_LGB
2.0,14,16,2.0,0.05086499275799095,0.10453682629074193,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
12.0,10,11,12.0,0.07260001619331216,0.021429149761148646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,4,4,return to owner,transfer,transfer
1.0,10,12,1.0,0.22815477207913132,0.03474365087218979,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,1,1,transfer,died,died
36.0,13,9,38.0,0.01128134080624702,0.03474365087218979,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2,4,4,euthanasia,transfer,transfer
48.0,15,13,49.0,0.04404580908084961,0.0189191863760267,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,3,0,transfer,return to owner,adoption
60.0,11,17,61.0,0.0005397770720692354,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,3,3,adoption,return to owner,return to owner
24.0,15,19,25.0,0.07260001619331216,0.031100155635722448,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,0,0,return to owner,adoption,adoption
48.0,16,14,49.0,0.04404580908084961,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4,3,4,transfer,return to owner,transfer
12.0,13,19,12.0,0.054355551157372006,0.10453682629074193,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,0,0,return to owner,adoption,adoption
4.0,17,10,5.0,0.0008456507462418022,0.0189191863760267,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4,4,adoption,transfer,transfer
24.0,14,11,31.0,0.0076648344233831425,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
1.0,7,13,2.0,0.04404580908084961,0.024649819624495084,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,2,2,transfer,euthanasia,euthanasia
12.0,12,18,12.0,0.07260001619331216,0.020637476722113766,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
6.0,15,14,9.0,0.14435438164038253,0.013530411939868835,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
24.0,16,14,25.0,0.14435438164038253,0.06934336119182778,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
12.0,11,16,12.0,0.004174276024002087,0.014187140710886404,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
12.0,11,17,14.0,0.22815477207913132,0.004777027087812733,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
1.0,17,17,1.0,0.22815477207913132,0.06934336119182778,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,4,4,euthanasia,transfer,transfer
132.0,18,13,134.0,0.004273235153881447,0.027393686407513697,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
24.0,17,19,24.0,0.0004947956493967992,0.021429149761148646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,3,0,adoption,return to owner,adoption
11.0,16,15,12.0,0.000593754779276159,0.009203199078780464,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,2,4,transfer,euthanasia,transfer
72.0,14,13,80.0,0.0029597776118463074,0.027393686407513697,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
12.0,15,18,12.0,0.00055776964113821,0.031100155635722448,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
108.0,17,17,123.0,0.012918664591523701,0.00872639599845264,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
7.0,13,11,7.0,0.22815477207913132,0.033043353095171694,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,4,4,adoption,transfer,transfer
12.0,16,12,12.0,0.023066473546425326,0.004777027087812733,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,3,4,adoption,return to owner,transfer
36.0,19,16,39.0,0.012064017560747412,0.027393686407513697,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,2,2,return to owner,euthanasia,euthanasia
0.0,21,19,-0.0,0.004705056811536835,0.003985354048777855,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
1.0,12,13,4.0,0.22815477207913132,0.08703005658662973,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
5.0,14,16,5.0,0.054355551157372006,0.028590192250600503,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,3,0,0,return to owner,adoption,adoption
12.0,8,12,13.0,0.003004759034518744,0.014187140710886404,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,3,0,adoption,return to owner,adoption
48.0,12,13,54.0,0.14435438164038253,0.08703005658662973,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,2,2,adoption,euthanasia,euthanasia
84.0,11,10,98.0,0.0048579936486231184,0.0014214129564489866,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,4,0,adoption,transfer,adoption
1.0,18,0,1.0,0.023066473546425326,0.03474365087218979,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,4,died,transfer,transfer
1.0,16,16,2.0,0.0028968036201048966,0.023561269195822125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
9.0,12,18,9.0,0.0027528630675531006,0.028590192250600503,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,4,0,adoption,transfer,adoption
12.0,11,16,18.0,0.0005847584947416717,0.0009715987297246238,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
2.0,11,17,3.0,0.22815477207913132,0.08703005658662973,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
12.0,12,14,15.0,0.006738217116330956,0.009590039313763416,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,4,transfer,adoption,transfer
24.0,11,18,35.0,0.0011605207049488562,0.08703005658662973,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,3,0,0,return to owner,adoption,adoption
8.0,13,15,14.0,0.0002968773896380795,0.02701584245706523,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,3,0,adoption,return to owner,adoption
24.0,14,15,24.0,0.05086499275799095,0.10453682629074193,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3,2,2,return to owner,euthanasia,euthanasia
12.0,9,14,14.0,0.003076729310794642,0.021429149761148646,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,2,2,adoption,euthanasia,euthanasia
24.0,9,11,24.0,0.01904513435950952,0.00436319799922632,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
24.0,14,17,26.0,0.14435438164038253,0.016346248999163347,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2,0,adoption,euthanasia,adoption
4.0,15,19,4.0,0.22815477207913132,0.10453682629074193,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
24.0,10,11,46.0,0.054355551157372006,0.02701584245706523,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
24.0,11,17,24.0,0.012028032422609462,0.027393686407513697,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
2.0,15,17,3.0,0.07260001619331216,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
48.0,10,13,50.0,0.010120820101298163,0.016580152397060014,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
24.0,11,13,28.0,0.07260001619331216,0.031100155635722448,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
24.0,12,16,24.0,0.010120820101298163,0.03549034248855223,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
60.0,7,14,61.0,0.22815477207913132,0.06934336119182778,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
24.0,14,14,25.0,0.07260001619331216,0.0189191863760267,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
36.0,7,16,37.0,0.012064017560747412,0.08703005658662973,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,4,4,return to owner,transfer,transfer
168.0,13,14,171.0,0.010120820101298163,0.0037064692282087496,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,3,3,euthanasia,return to owner,return to owner
9.0,13,15,11.0,0.004893978786761068,0.0021501120037424543,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
3.0,10,18,4.0,0.054355551157372006,0.031100155635722448,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,0,0,return to owner,adoption,adoption
12.0,11,0,12.0,0.0019072123213112985,0.009590039313763416,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,4,4,adoption,transfer,transfer
24.0,14,15,24.0,0.22815477207913132,0.033043353095171694,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2,4,4,euthanasia,transfer,transfer
5.0,11,15,6.0,0.22815477207913132,0.06934336119182778,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
7.0,13,11,8.0,0.054355551157372006,0.031100155635722448,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,4,transfer,adoption,transfer
132.0,13,17,134.0,0.006738217116330956,0.008600448014969817,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,0,0,return to owner,adoption,adoption
8.0,14,17,8.0,0.004273235153881447,0.020637476722113766,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
1.0,11,17,2.0,0.22815477207913132,0.10453682629074193,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0,died,adoption,adoption
60.0,8,14,61.0,0.07260001619331216,0.009931898126073932,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,2,2,transfer,euthanasia,euthanasia
24.0,13,15,60.0,0.01904513435950952,0.10453682629074193,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4,3,3,transfer,return to owner,return to owner
24.0,14,0,26.0,0.14435438164038253,0.018208479897802207,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4,4,adoption,transfer,transfer
12.0,20,18,14.0,0.05086499275799095,0.024649819624495084,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
12.0,12,16,18.0,0.0009715987297246238,0.003292640139622336,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,3,0,adoption,return to owner,adoption
3.0,10,10,3.0,0.14435438164038253,0.021015320672562232,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
12.0,13,12,12.0,0.012504835502937286,0.009590039313763416,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,3,4,adoption,return to owner,transfer
12.0,12,17,12.0,0.07260001619331216,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,0,0,return to owner,adoption,adoption
12.0,18,19,13.0,0.054355551157372006,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3,0,0,return to owner,adoption,adoption
4.0,8,13,4.0,0.22815477207913132,0.027393686407513697,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,2,2,transfer,euthanasia,euthanasia
156.0,13,16,164.0,0.005505726135106201,0.031100155635722448,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4,3,3,transfer,return to owner,return to owner
24.0,13,15,25.0,0.023723202317442897,0.021015320672562232,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,3,0,adoption,return to owner,adoption
24.0,17,11,31.0,0.0007826767545003914,0.08703005658662973,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,4,0,0,transfer,adoption,adoption
3.0,6,12,3.0,0.07260001619331216,0.023561269195822125,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3,4,0,return to owner,transfer,adoption
1.0,9,15,2.0,0.0009985875833280855,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,4,4,return to owner,transfer,transfer
36.0,13,17,37.0,0.07260001619331216,0.00038684023498295204,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,3,3,adoption,return to owner,return to owner
1.0,12,14,2.0,0.22815477207913132,0.08703005658662973,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
1.0,12,9,1.0,0.22815477207913132,0.10453682629074193,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4,1,1,transfer,died,died
24.0,15,13,25.0,0.01128134080624702,0.016346248999163347,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,2,2,return to owner,euthanasia,euthanasia
48.0,12,14,49.0,0.0009715987297246238,0.014187140710886404,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
36.0,10,18,37.0,0.01128134080624702,0.10453682629074193,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
1.0,13,15,2.0,0.14435438164038253,0.06934336119182778,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
48.0,18,13,79.0,0.054355551157372006,0.009931898126073932,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,3,3,adoption,return to owner,return to owner
5.0,13,12,5.0,0.22815477207913132,0.02701584245706523,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,2,2,transfer,euthanasia,euthanasia
24.0,16,14,25.0,0.01904513435950952,0.031100155635722448,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,3,0,adoption,return to owner,adoption
24.0,13,11,26.0,0.003076729310794642,0.023561269195822125,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
11.0,13,12,12.0,0.0015923423626042444,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
1.0,13,16,2.0,0.14435438164038253,0.03474365087218979,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,0,0,transfer,adoption,adoption
48.0,13,16,61.0,0.0006387362019485952,0.021015320672562232,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,3,3,transfer,return to owner,return to owner
12.0,14,14,14.0,0.14435438164038253,0.10453682629074193,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4,0,adoption,transfer,adoption
168.0,13,14,171.0,0.009949890695142906,0.006018514353571975,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4,0,4,transfer,adoption,transfer
1.0,16,14,2.0,0.14435438164038253,0.06934336119182778,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,0,0,transfer,adoption,adoption
2.0,11,9,3.0,0.01128134080624702,0.019953759097492734,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,0,4,transfer,adoption,transfer
12.0,16,17,19.0,0.00045881051125885007,0.009931898126073932,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,0,0,return to owner,adoption,adoption
120.0,11,14,126.0,0.054355551157372006,0.004714053096071323,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,0,0,return to owner,adoption,adoption
12.0,11,11,13.0,0.05086499275799095,0.10453682629074193,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,4,4,adoption,transfer,transfer
120.0,9,16,122.0,0.04404580908084961,0.0189191863760267,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,2,return to owner,euthanasia,euthanasia
84.0,11,18,85.0,0.22815477207913132,0.03474365087218979,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,0,euthanasia,transfer,adoption
